iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence
41,1.14093,118.8,0.0167899,0,2.5,0.162912,1.49387,0.297263,-0.00926229,2.56974,3.90184e-05,0.0106923,0.299747,16998.6,0.477579,0.245303,-0.1,0.02,34.1389,503808,0.0382386,0.00242442,0.0640822,0.0169632,-0.0292977,0.1188,0.01561,nan,nan,nan,nan,-0.00659013,-0.0183207,-0.00738672,nan,-0.0483071,-0.00025,-0.00392035,-0.13859,nan,-0.14255,0.160874,0.0558,-0.245133,-0.0054,0.23
42,2.23206,141.641,0.0165478,0,2.66667,0.162161,1.46394,0.315903,-0.0100666,2.56779,3.90184e-05,0.0145008,0.299683,16890.7,0.483918,0.243581,-0.1,0.02,34.8677,516096,0.0479862,0.00248269,0.0783026,0.0195832,-0.0351034,0.141641,0.0204031,nan,nan,nan,nan,-0.0075381,-0.0239001,-0.008992,nan,-0.057745,-0.0005625,-0.00457967,-0.166836,nan,-0.163641,0.194203,0.0701875,-0.296,-0.0066875,0.308398
43,2.12939,154.385,0.0193981,0,2.70833,0.166513,1.48823,0.315541,-0.00877759,2.56501,3.90184e-05,0.0143146,0.29961,16706.5,0.488869,0.246655,-0.1,0.02,35.6045,528384,0.0478902,0.0030347,0.0877987,0.0212156,-0.0384403,0.154385,0.0221908,nan,nan,nan,nan,-0.00792929,-0.0244024,-0.00987714,nan,-0.0628091,-0.000153846,-0.0051118,-0.180174,nan,-0.189462,0.208921,0.0763077,-0.316308,-0.00772308,0.327115
44,2.36823,145.304,0.0172513,0,2.875,0.164268,1.47477,0.299712,-0.00864107,2.56247,3.90184e-05,0.00612928,0.299564,12751.8,0.609169,0.354456,-0.1,0.02,36.5696,540672,0.0438133,0.00277516,0.0820589,0.0206189,-0.0361194,0.145304,0.0209971,nan,nan,nan,nan,-0.00769076,-0.022705,-0.00935919,nan,-0.0591546,-0.000188406,-0.00505554,-0.16991,nan,-0.170391,0.201636,0.070029,-0.299768,-0.00623188,0.317754
45,2.5136,156.944,0.0242596,0,2.25,0.161649,1.43461,0.329623,-0.00862587,2.56095,3.90184e-05,0.0119662,0.299527,12167.3,0.671682,0.338241,-0.1,0.02,37.5811,552960,0.0431133,0.00293667,0.0895927,0.0221302,-0.0388057,0.156944,0.0222093,nan,nan,nan,nan,-0.00813612,-0.0235211,-0.0100102,nan,-0.0639733,-0.000222222,-0.00554397,-0.185111,nan,-0.180222,0.214957,0.0773333,-0.325778,-0.00781481,0.345602
46,1.41739,122.881,0.0188726,0,2.79167,0.164472,1.45536,0.294057,-0.0100932,2.5591,3.90184e-05,0.0149201,0.299469,13232.7,0.597776,0.330833,-0.1,0.02,38.5113,565248,0.0333671,0.00263199,0.0686264,0.0167658,-0.0309295,0.122881,0.0159731,nan,nan,nan,nan,-0.00670572,-0.0189561,-0.00752329,nan,-0.0499201,-0.00019403,-0.00464278,-0.14283,nan,-0.138672,0.170273,0.0576716,-0.252,-0.00543284,0.240485
47,3.09572,177.114,0.0204437,0,1.83333,0.161542,1.45532,0.313267,-0.0082689,2.55692,3.90184e-05,0.0104472,0.299427,13802.3,0.572192,0.318092,-0.1,0.02,39.4029,577536,0.0621702,0.00307821,0.101229,0.0247279,-0.043825,0.177114,0.0267114,nan,nan,nan,nan,-0.00929302,-0.029472,-0.0111556,nan,-0.0721817,-6.81818e-05,-0.00622747,-0.203479,nan,-0.197318,0.243923,0.0861818,-0.366364,-0.00795455,0.376989
48,3.13911,175.229,0.0191066,0,2.91667,0.166811,1.47457,0.339129,-0.00903513,2.5552,3.90184e-05,0.0132425,0.299374,13785.8,0.555879,0.335472,-0.1,0.02,40.2955,589824,0.0518064,0.0026929,0.101495,0.0236541,-0.0440006,0.175229,0.0255414,nan,nan,nan,nan,-0.00871791,-0.027967,-0.0111996,nan,-0.071389,-0.000128571,-0.00598647,-0.203227,nan,-0.214114,0.238732,0.0881143,-0.357257,-0.00828571,0.401964
49,3.21401,169.183,0.0200809,0,2.5,0.16491,1.46469,0.314173,-0.0091723,2.55271,3.90184e-05,0.0168079,0.299305,13334.1,0.600535,0.321011,-0.1,0.02,41.2188,602112,0.0533099,0.00283294,0.0989128,0.0232929,-0.0425757,0.169183,0.0239817,nan,nan,nan,nan,-0.00861108,-0.0268117,-0.0110256,nan,-0.069049,-0.000233333,-0.00607667,-0.194157,nan,-0.1953,0.234326,0.0884667,-0.345133,-0.00713333,0.3725
50,2.0821,171.288,0.0215314,0,2.16667,0.162413,1.4657,0.297968,-0.00916411,2.55009,3.90184e-05,0.0128787,0.299252,13333.4,0.567969,0.353626,-0.1,0.02,42.1419,614400,0.0461259,0.00317141,0.0992475,0.0224284,-0.0433669,0.171288,0.0244269,nan,nan,nan,nan,-0.0084989,-0.0272923,-0.0106782,nan,-0.0697592,-7.69231e-05,-0.0061365,-0.199385,nan,-0.199327,0.23289,0.0839231,-0.353769,-0.0075,0.346394
51,3.75566,184.774,0.0222227,0,2.20833,0.160767,1.39634,0.319097,-0.00895154,2.54828,3.90184e-05,0.00806484,0.29921,12098,0.622224,0.393481,-0.1,0.02,43.159,626688,0.0635626,0.00424331,0.110249,0.0256141,-0.0464168,0.184774,0.0271925,nan,nan,nan,nan,-0.00921353,-0.0277084,-0.0117856,nan,-0.0753166,-0.000226415,-0.00646051,-0.207368,nan,-0.21883,0.254304,0.0963774,-0.377208,-0.00837736,0.410377
52,3.41318,205.559,0.0224014,0,1.41667,0.163674,1.41132,0.311618,-0.00904699,2.54671,3.90184e-05,0.010442,0.299174,12682.2,0.636337,0.332581,-0.1,0.02,44.1295,638976,0.0838419,0.00453696,0.119828,0.0265966,-0.0517223,0.205559,0.0283882,nan,nan,nan,nan,-0.00979465,-0.0323901,-0.0126591,nan,-0.0836376,-2.94118e-05,-0.00723874,-0.231794,nan,-0.247059,0.279792,0.0977647,-0.416588,-0.00994118,0.427206
53,3.76136,174.622,0.0214445,0,1.875,0.163083,1.40113,0.311639,-0.00965293,2.54513,3.90184e-05,0.016548,0.299126,12766.3,0.614492,0.348039,-0.1,0.02,45.0937,651264,0.0560752,0.00368622,0.102398,0.022879,-0.0443744,0.174622,0.0250178,nan,nan,nan,nan,-0.00834355,-0.0264815,-0.010847,nan,-0.071168,-0.000111111,-0.00691077,-0.202165,nan,-0.2016,0.239957,0.0843556,-0.356356,-0.00728889,0.414722
54,4.10929,217.243,0.0213743,0,1.54167,0.162874,1.44263,0.321056,-0.00968586,2.54319,3.90184e-05,0.0147407,0.299086,12343.4,0.618798,0.376715,-0.1,0.02,46.0905,663552,0.0624235,0.00474791,0.132107,0.028868,-0.0554794,0.217243,0.0322432,nan,nan,nan,nan,-0.0102845,-0.0346896,-0.0137119,nan,-0.088382,-0.00027027,-0.00787408,-0.245787,nan,-0.271541,0.29746,0.113514,-0.440973,-0.00908108,0.494932
55,4.10049,198.194,0.0191589,0,1.5,0.16575,1.44536,0.287489,-0.00956265,2.54209,3.90184e-05,0.00836468,0.299067,14116,0.555435,0.315067,-0.1,0.02,46.9627,675840,0.056441,0.0035485,0.118312,0.0269937,-0.0497257,0.198194,0.0280889,nan,nan,nan,nan,-0.00987949,-0.0317307,-0.0129179,nan,-0.0808553,-0.000111111,-0.0073295,-0.217586,nan,-0.237417,0.272262,0.0975556,-0.404889,-0.00955556,0.465625
56,4.39303,223.756,0.0197315,0,1.875,0.16403,1.44454,0.313312,-0.0092534,2.54104,3.90184e-05,0.0129817,0.299026,13388.1,0.587025,0.330804,-0.1,0.02,47.8822,688128,0.069101,0.0046854,0.134806,0.0288106,-0.056754,0.223756,0.0324733,nan,nan,nan,nan,-0.0105559,-0.0348643,-0.0144062,nan,-0.0910261,-0.0002,-0.00872099,-0.252775,nan,-0.264,0.306633,0.111022,-0.457867,-0.0110222,0.510556
57,5.34951,219.44,0.0246773,0,1.04167,0.162226,1.37949,0.308942,-0.00897484,2.53911,3.90184e-05,0.0149725,0.298981,12527.6,0.625544,0.35533,-0.1,0.02,48.8647,700416,0.0749822,0.00453964,0.134819,0.0277346,-0.0559533,0.21944,0.031904,nan,nan,nan,nan,-0.0103445,-0.0321582,-0.0137383,nan,-0.089125,0,-0.00892794,-0.240965,nan,-0.252,0.304269,0.104,-0.44864,-0.00936,0.527
58,3.61021,242.68,0.0230781,0,1.04167,0.159059,1.40043,0.298349,-0.00859582,2.53732,3.90184e-05,0.0118317,0.298927,13364.1,0.585814,0.333663,-0.1,0.02,49.786,712704,0.0734894,0.00495467,0.148915,0.0314134,-0.0617941,0.24268,0.035168,nan,nan,nan,nan,-0.0110287,-0.0359184,-0.0157407,nan,-0.0988766,0,-0.00898689,-0.274476,nan,-0.29652,0.330091,0.13264,-0.49408,-0.00992,0.4885
59,4.77296,227.643,0.0245498,0,1.16667,0.161754,1.44986,0.30583,-0.00902381,2.53519,3.90184e-05,0.0125816,0.298886,13775.6,0.603707,0.288302,-0.1,0.02,50.6793,724992,0.0947981,0.00439725,0.137467,0.0295398,-0.0590419,0.227643,0.0329071,nan,nan,nan,nan,-0.0109625,-0.0371865,-0.0147737,nan,-0.0926026,-0.000428571,-0.00898165,-0.252859,nan,-0.269357,0.310857,0.111429,-0.460143,-0.0116429,0.507589
60,5.27986,251,0.0245853,0,1.20833,0.165446,1.4017,0.322755,-0.00819755,2.53419,3.90184e-05,0.00669206,0.29888,13723.1,0.55955,0.335873,-0.1,0.02,51.5762,737280,0.0885353,0.00470359,0.155571,0.0324964,-0.0640058,0.251,0.0348345,nan,nan,nan,nan,-0.0109372,-0.0360021,-0.0157952,nan,-0.101959,-0.000137931,-0.00926411,-0.277021,nan,-0.315517,0.343285,0.131586,-0.505655,-0.0124138,0.57069
61,7.00512,305.931,0.0259632,0.0416667,1.16667,0.166905,1.41037,0.314256,-0.00821625,2.53384,3.90184e-05,0.0108982,0.298856,12594,0.616167,0.359536,-0.1,0.02,52.5533,749568,0.0907311,0.00568175,0.186297,0.039614,-0.0787124,0.305931,0.0451207,nan,nan,nan,nan,-0.0141924,-0.0487104,-0.020215,nan,-0.124853,-0.000275862,-0.0105267,-0.349991,nan,-0.389172,0.414685,0.169793,-0.616828,-0.0131724,0.759052
62,5.86574,259.448,0.027496,0,1.20833,0.167832,1.40421,0.325034,-0.00942189,2.53209,3.90184e-05,0.011577,0.298792,12999,0.58653,0.358772,-0.1,0.02,53.4998,761856,0.0651865,0.0047979,0.159423,0.034954,-0.0665035,0.259448,0.0378034,nan,nan,nan,nan,-0.0124811,-0.0409729,-0.0168895,nan,-0.105812,-0.000137931,-0.00920381,-0.287883,nan,-0.330931,0.358402,0.137931,-0.521655,-0.0122759,0.640086
63,8.17972,314.25,0.0285138,0,1,0.164139,1.42148,0.311257,-0.00841125,2.52978,3.90184e-05,0.0126415,0.298753,13260.4,0.622816,0.303854,-0.1,0.02,54.4279,774144,0.098322,0.00767628,0.200441,0.0401923,-0.08047,0.31425,0.044775,nan,nan,nan,nan,-0.013785,-0.0474881,-0.0204782,nan,-0.128145,-4.16667e-05,-0.0119676,-0.33196,nan,-0.376875,0.437936,0.1675,-0.638,-0.0159167,0.763021
64,6.87862,284.957,0.0247721,0,0.958333,0.168673,1.41992,0.328266,-0.00845898,2.52846,3.90184e-05,0.0100543,0.298714,12297.6,0.629691,0.369528,-0.1,0.02,55.4284,786432,0.0910198,0.00527585,0.175655,0.0356798,-0.0733362,0.284957,0.0412696,nan,nan,nan,nan,-0.0132141,-0.0458634,-0.0183427,nan,-0.116135,0,-0.010808,-0.316584,nan,-0.341478,0.397119,0.148,-0.57913,-0.0141739,0.694022
65,9.22405,393.947,0.0232184,0.0833333,1.5,0.167454,1.41003,0.331234,-0.00857703,2.52658,3.90184e-05,0.00768919,0.298658,13793.9,0.587864,0.302962,-0.1,0.02,56.3209,798720,0.11784,0.00877909,0.245684,0.0514641,-0.10129,0.393947,0.0583053,nan,nan,nan,nan,-0.0180972,-0.0645203,-0.025987,nan,-0.160825,-0.000315789,-0.0137594,-0.433779,nan,-0.504079,0.53652,0.209684,-0.787895,-0.0202105,0.969737
66,6.99283,292.973,0.0226551,0,1.54167,0.169106,1.42343,0.346258,-0.0098872,2.52481,3.90184e-05,0.0140375,0.29864,13565,0.56977,0.336091,-0.1,0.02,57.228,811008,0.103993,0.00577119,0.182179,0.036133,-0.0758632,0.292973,0.0410568,nan,nan,nan,nan,-0.0134957,-0.0465897,-0.0191067,nan,-0.119729,-0.000189189,-0.0103893,-0.320834,nan,-0.36,0.400435,0.146919,-0.584432,-0.0145946,0.705405
67,7.17306,339.871,0.0282325,0,1.29167,0.162932,1.37584,0.313352,-0.00969463,2.52416,3.90184e-05,0.0136369,0.298614,13397.1,0.625686,0.291528,-0.1,0.02,58.1466,823296,0.097862,0.007071,0.211195,0.0421015,-0.0879272,0.339871,0.0494484,nan,nan,nan,nan,-0.0149003,-0.0501782,-0.0213,nan,-0.138908,-0.000290323,-0.0126567,-0.375551,nan,-0.412355,0.465493,0.174581,-0.687097,-0.0149032,0.787097
68,6.61498,300.609,0.0253632,0,0.958333,0.166391,1.39218,0.35177,-0.00989703,2.52314,3.90184e-05,0.0113402,0.298599,13251.1,0.56507,0.362249,-0.1,0.02,59.0756,835584,0.102536,0.00532741,0.185726,0.0357028,-0.0781453,0.300609,0.0429435,nan,nan,nan,nan,-0.0131992,-0.0459403,-0.0189117,nan,-0.123039,0,-0.0112016,-0.333907,nan,-0.366391,0.416074,0.150087,-0.59913,-0.0151304,0.696739
69,8.99695,344,0.0262037,0.0416667,1.25,0.167992,1.37078,0.326422,-0.00971028,2.5228,3.90184e-05,0.0164489,0.298592,13482.7,0.599739,0.311653,-0.1,0.02,59.9885,847872,0.101807,0.00712864,0.213989,0.0430117,-0.0894463,0.344,0.0505871,nan,nan,nan,nan,-0.016157,-0.0558207,-0.0221337,nan,-0.140481,-3.22581e-05,-0.0121876,-0.37684,nan,-0.422323,0.470423,0.175613,-0.691613,-0.0167742,0.887097
70,9.91005,369,0.0224513,0.0416667,0.875,0.169273,1.37749,0.332135,-0.00994273,2.52212,3.90184e-05,0.0118289,0.298558,12664.3,0.612459,0.357831,-0.1,0.02,60.9605,860160,0.101002,0.00637589,0.234084,0.0464792,-0.0957597,0.369,0.0557864,nan,nan,nan,nan,-0.0166667,-0.0587275,-0.0242884,nan,-0.150651,-0.000454545,-0.0136663,-0.398551,nan,-0.464455,0.513836,0.202909,-0.748,-0.0167273,0.953977
71,6.14091,278.243,0.022518,0,1.54167,0.168836,1.39683,0.33814,-0.00908731,2.52061,3.90184e-05,0.00806449,0.298525,13248.9,0.600634,0.326839,-0.1,0.02,61.8893,872448,0.0770429,0.00635444,0.17486,0.0337148,-0.0719944,0.278243,0.0397973,nan,nan,nan,nan,-0.0130964,-0.0447355,-0.0184465,nan,-0.113515,-0.000324324,-0.0102764,-0.297489,nan,-0.343297,0.383384,0.144432,-0.549946,-0.0125946,0.644932
72,9.8255,390.121,0.0266419,0,1.375,0.164838,1.3889,0.349,-0.00838343,2.51904,3.90184e-05,0.011062,0.29847,13998.5,0.534267,0.343542,-0.1,0.02,62.7684,884736,0.114026,0.00792294,0.246333,0.0487463,-0.101988,0.390121,0.0569636,nan,nan,nan,nan,-0.0179608,-0.0645641,-0.0257714,nan,-0.159507,-6.06061e-05,-0.0144014,-0.41688,nan,-0.491091,0.546267,0.211152,-0.778667,-0.017697,0.958333
73,8.20649,345.774,0.0281017,0.0416667,1.25,0.164724,1.35779,0.342533,-0.00855602,2.51689,3.90184e-05,0.0179057,0.298429,13194.1,0.591043,0.340282,-0.1,0.02,63.7012,897024,0.122926,0.00651713,0.218479,0.0410044,-0.0902152,0.345774,0.0500581,nan,nan,nan,nan,-0.0151295,-0.0539979,-0.0219954,nan,-0.141232,-3.22581e-05,-0.0120613,-0.380654,nan,-0.432387,0.478771,0.176903,-0.688387,-0.0161935,0.822177
74,11.2622,421.25,0.0270694,0.166667,0.666667,0.166978,1.37292,0.315079,-0.00990922,2.51526,3.90184e-05,0.0132205,0.298384,13066.8,0.62224,0.318158,-0.1,0.02,64.6429,909312,0.140394,0.00878759,0.270639,0.0530734,-0.108099,0.42125,0.063235,nan,nan,nan,nan,-0.0182043,-0.0664557,-0.0281626,nan,-0.171166,-0.0001,-0.0150766,-0.451806,nan,-0.5013,0.587727,0.2242,-0.8416,-0.0211,1.01687
75,8.62332,428.1,0.0302345,0.0416667,0.791667,0.164885,1.37555,0.317435,-0.00891652,2.51339,3.90184e-05,0.0111258,0.298343,14282.5,0.558988,0.301366,-0.1,0.02,65.5047,921600,0.119203,0.00785188,0.27511,0.0483119,-0.111889,0.4281,0.06179,nan,nan,nan,nan,-0.0183291,-0.0656775,-0.0266393,nan,-0.17483,0,-0.0160857,-0.456131,nan,-0.5373,0.592106,0.219,-0.8596,-0.0182,0.964375
76,11.8696,443.526,0.0282385,0.0833333,0.708333,0.163188,1.39523,0.331574,-0.0102728,2.51178,3.90184e-05,0.011973,0.298295,15289.4,0.518603,0.285091,-0.1,0.02,66.3098,933888,0.140958,0.00990291,0.281851,0.0562548,-0.114285,0.443526,0.0633316,nan,nan,nan,nan,-0.0196973,-0.0730313,-0.0295168,nan,-0.181177,-0.000210526,-0.0153348,-0.470208,nan,-0.546947,0.608879,0.244421,-0.879579,-0.0210526,1.09539
77,7.64537,362.038,0.031133,0.0416667,1.04167,0.163101,1.38374,0.338121,-0.00840715,2.51003,3.90184e-05,0.0114491,0.298266,13518.8,0.563177,0.345778,-0.1,0.02,67.2201,946176,0.120502,0.00710022,0.227781,0.043275,-0.0947107,0.362038,0.0510077,nan,nan,nan,nan,-0.016413,-0.0594611,-0.0239779,nan,-0.14763,-0.000461538,-0.0138904,-0.393538,nan,-0.445846,0.498838,0.194923,-0.722769,-0.0189231,0.814423
78,7.45541,330.32,0.0264077,0.0416667,1,0.159741,1.4145,0.338067,-0.00849552,2.50908,3.90184e-05,0.0135633,0.298236,12491,0.635859,0.34789,-0.1,0.02,68.2054,958464,0.120903,0.00779846,0.207954,0.037356,-0.0854081,0.33032,0.044596,nan,nan,nan,nan,-0.0142281,-0.0523651,-0.0206251,nan,-0.134366,0,-0.0121604,-0.359525,nan,-0.42708,0.44784,0.16832,-0.656,-0.01656,0.786
79,10.7035,372.154,0.0227764,0.125,0.958333,0.159972,1.35291,0.326825,-0.00842047,2.50731,3.90184e-05,0.011523,0.298181,13702.5,0.578713,0.31806,-0.1,0.02,69.1037,970752,0.130118,0.00707923,0.24689,0.0448317,-0.0968921,0.372154,0.0528923,nan,nan,nan,nan,-0.016751,-0.0589177,-0.024611,nan,-0.150835,0,-0.014292,-0.399399,nan,-0.462577,0.514429,0.217077,-0.736308,-0.0180769,0.928365
80,16.32,541.955,0.0234693,0.166667,0.75,0.166696,1.34723,0.304262,-0.00796534,2.50511,3.90184e-05,0.0101091,0.298128,14765.1,0.56293,0.269301,-0.1,0.02,69.9373,983040,0.142981,0.00937699,0.353409,0.0668154,-0.140926,0.541955,0.0781045,nan,nan,nan,nan,-0.0231671,-0.0855826,-0.0365172,nan,-0.220242,-4.54545e-05,-0.0200695,-0.573538,nan,-0.665318,0.76088,0.304,-1.06145,-0.0254545,1.4108
81,13.254,496.083,0.0266763,0.25,0.75,0.163239,1.35503,0.296472,-0.00944531,2.5034,3.90184e-05,0.013384,0.298105,13485.2,0.554566,0.356655,-0.1,0.02,70.8498,995328,0.159578,0.0111469,0.319448,0.0583391,-0.128108,0.496083,0.0729,nan,nan,nan,nan,-0.0212437,-0.0781945,-0.0322316,nan,-0.201896,-0.000166667,-0.0167424,-0.516369,nan,-0.632875,0.686261,0.2675,-0.988,-0.0265833,1.23385
82,10.4419,401.167,0.0293905,0.125,0.875,0.163434,1.38524,0.307522,-0.00888441,2.50278,3.90184e-05,0.0118469,0.298084,13714,0.596293,0.299727,-0.1,0.02,71.7472,1.00762e+06,0.0875129,0.00813213,0.259816,0.0457757,-0.103419,0.401167,0.0550792,nan,nan,nan,nan,-0.0170863,-0.0608162,-0.0263845,nan,-0.162609,0,-0.0154173,-0.426625,nan,-0.507875,0.561158,0.218833,-0.782167,-0.01975,1.00677
83,9.90657,400.929,0.0279958,0.166667,1,0.160018,1.38074,0.317423,-0.0094717,2.50111,3.90184e-05,0.011831,0.298025,13185.1,0.611157,0.320804,-0.1,0.02,72.6806,1.0199e+06,0.1262,0.00934223,0.265277,0.0472502,-0.103697,0.400929,0.0587357,nan,nan,nan,nan,-0.0174834,-0.0614381,-0.0265908,nan,-0.162522,-0.000178571,-0.0154245,-0.420584,nan,-0.497679,0.567316,0.223714,-0.804571,-0.0187143,0.925446
84,12.5307,541.08,0.0279781,0.25,0.791667,0.160027,1.40093,0.308878,-0.0082998,2.49912,3.90184e-05,0.0129126,0.297991,13800.7,0.580682,0.30971,-0.1,0.02,73.5724,1.03219e+06,0.154402,0.0116993,0.346204,0.0612877,-0.140265,0.54108,0.077904,nan,nan,nan,nan,-0.0232395,-0.0861481,-0.0354002,nan,-0.220368,0,-0.0204262,-0.578499,nan,-0.6702,0.744305,0.2824,-1.07632,-0.02688,1.285
85,10.4653,518.13,0.0289762,0.166667,0.791667,0.163994,1.39937,0.340106,-0.00973561,2.49725,3.90184e-05,0.0143885,0.29792,14535.8,0.524245,0.321117,-0.1,0.02,74.4193,1.04448e+06,0.153313,0.01001,0.335086,0.0576272,-0.133752,0.51813,0.0716087,nan,nan,nan,nan,-0.0213226,-0.0806696,-0.0327977,nan,-0.210239,-8.69565e-05,-0.0202814,-0.561044,nan,-0.648783,0.715378,0.265565,-1.02557,-0.0243478,1.15543
86,11.7459,443,0.0274722,0.166667,0.75,0.163795,1.36967,0.295944,-0.0094481,2.49439,3.90184e-05,0.00962941,0.297863,13936.6,0.563403,0.318307,-0.1,0.02,75.3025,1.05677e+06,0.118342,0.00951123,0.288898,0.0505177,-0.113605,0.443,0.0605227,nan,nan,nan,nan,-0.019655,-0.0714053,-0.0301161,nan,-0.180142,-4.54545e-05,-0.0167829,-0.473485,nan,-0.547636,0.629104,0.245455,-0.876182,-0.0221818,1.09318
87,14.9475,582.72,0.030759,0.333333,0.708333,0.163083,1.35362,0.332304,-0.00906058,2.49201,3.90184e-05,0.0136525,0.297793,13870.4,0.569375,0.316543,-0.1,0.02,76.1898,1.06906e+06,0.164328,0.0106758,0.389742,0.0692192,-0.150207,0.58272,0.08458,nan,nan,nan,nan,-0.024869,-0.092986,-0.0390205,nan,-0.236979,-0.00016,-0.0223252,-0.610329,nan,-0.73656,0.825923,0.32224,-1.1496,-0.02952,1.3905
88,11.2831,444.724,0.0322148,0.25,0.958333,0.161927,1.39137,0.351291,-0.00967167,2.48988,3.90184e-05,0.0179698,0.297771,13978.6,0.567101,0.311957,-0.1,0.02,77.0701,1.08134e+06,0.150773,0.00972248,0.290113,0.048462,-0.114252,0.444724,0.0608241,nan,nan,nan,nan,-0.0181896,-0.066259,-0.0275122,nan,-0.180973,-0.000206897,-0.0172212,-0.474223,nan,-0.553034,0.6217,0.226621,-0.878897,-0.0196552,1.06164
89,13.9942,506.045,0.0294401,0.166667,0.75,0.160489,1.35783,0.324148,-0.00865239,2.48926,3.90184e-05,0.0100966,0.297754,13204.7,0.547647,0.382934,-0.1,0.02,78.002,1.09363e+06,0.147374,0.00982164,0.33376,0.0567616,-0.131804,0.506045,0.0713455,nan,nan,nan,nan,-0.0213898,-0.0807592,-0.034023,nan,-0.205839,-0.000136364,-0.0184735,-0.534317,nan,-0.641182,0.707682,0.277273,-1.00164,-0.0254545,1.28466
90,16.4335,624.44,0.029385,0.333333,0.708333,0.165291,1.36843,0.325254,-0.00939461,2.4881,3.90184e-05,0.0123799,0.29771,12321.1,0.68191,0.315403,-0.1,0.02,79.0022,1.10592e+06,0.204629,0.0140198,0.412834,0.0706913,-0.162639,0.62444,0.091112,nan,nan,nan,nan,-0.0259011,-0.0963346,-0.0408129,nan,-0.253667,-4e-05,-0.024168,-0.651994,nan,-0.77532,0.879048,0.33872,-1.23856,-0.02888,1.4845
91,16.3151,568.938,0.0272574,0.125,0.541667,0.167428,1.37448,0.294224,-0.00925883,2.48597,3.90184e-05,0.0149022,0.297649,13307,0.585021,0.338401,-0.1,0.02,79.9271,1.11821e+06,0.196239,0.0110918,0.373999,0.0639849,-0.147306,0.568937,0.0802687,nan,nan,nan,nan,-0.0251133,-0.096474,-0.0380717,nan,-0.230614,0,-0.0235799,-0.593348,nan,-0.717937,0.798022,0.30775,-1.1275,-0.029125,1.44453
92,15.4719,537.778,0.027462,0.333333,0.791667,0.164555,1.38528,0.280987,-0.00927824,2.48288,3.90184e-05,0.0151344,0.297551,14300.4,0.584885,0.274389,-0.1,0.02,80.7879,1.1305e+06,0.165558,0.0130836,0.359195,0.059899,-0.139139,0.537778,0.0751,nan,nan,nan,nan,-0.0216832,-0.0797899,-0.0338315,nan,-0.217927,-0.000148148,-0.0212474,-0.55506,nan,-0.636778,0.745235,0.285778,-1.05748,-0.0276296,1.32269
93,19.9149,660.545,0.0272424,0.416667,0.5,0.163326,1.38551,0.294131,-0.00861558,2.47923,3.90184e-05,0.0110903,0.297486,14309.3,0.530186,0.328555,-0.1,0.02,81.6478,1.14278e+06,0.213061,0.0165259,0.445709,0.0742145,-0.171538,0.660545,0.0980318,nan,nan,nan,nan,-0.0269623,-0.0999328,-0.042996,nan,-0.268515,-0.000181818,-0.0258201,-0.687626,nan,-0.820227,0.927727,0.370182,-1.314,-0.0297273,1.67727
94,15.6985,599.059,0.030755,0.375,0.333333,0.158167,1.40745,0.287836,-0.00921145,2.47714,3.90184e-05,0.0145405,0.297433,14228.2,0.570571,0.293068,-0.1,0.02,82.5158,1.15507e+06,0.178205,0.0111441,0.401321,0.0664613,-0.15592,0.599059,0.0834824,nan,nan,nan,nan,-0.0232651,-0.0878242,-0.0377852,nan,-0.24351,-0.000588235,-0.0235916,-0.621109,nan,-0.754941,0.829847,0.332,-1.16988,-0.0261176,1.42794
95,18.1752,677.875,0.0295529,0.458333,0.541667,0.15395,1.36761,0.309237,-0.00887102,2.47517,3.90184e-05,0.00837359,0.297407,11863.7,0.58654,0.449226,-0.1,0.02,83.5529,1.16736e+06,0.215043,0.0142299,0.456307,0.0759001,-0.177281,0.677875,0.0961208,nan,nan,nan,nan,-0.0270321,-0.101959,-0.0435087,nan,-0.275257,-0.00025,-0.0273826,-0.705096,nan,-0.833375,0.950346,0.364667,-1.33967,-0.03175,1.62083
