iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
50,0.673863,48.9389,0.0149487,0,9.54167,0.285631,1.44579,0.0410484,-0.0144472,23.9073,8.77915e-05,0.00851568,0.912717,10689.7,0.799059,0.350454,-0.1,0.02,56.77,614400,0.0528859,0.0221026,0.0446481,0.0284673,-0.15,nan,0.0207642,0.02569,0.00824103,-0.000805961,-0.00169194,-0.000112064,-0.00102183,-0.000668527,-0.0148059,-1.80589e-07,nan,nan,nan,nan
51,0.754036,50,0.0160318,0,10.4583,0.278448,1.43125,0.0418084,-0.0140141,23.8857,8.77915e-05,0.0158995,0.911564,10093,0.881713,0.335765,-0.1,0.02,57.9891,626688,0.0530664,0.0234504,0.0480922,0.0296217,-0.153119,nan,0.0213466,0.0263586,0.00834921,-0.000853782,-0.0017521,-0.000118868,-0.000772908,-0.000657141,-0.0153097,-1.86279e-07,nan,nan,nan,nan
52,0.813693,51.6175,0.0152011,0,9.04167,0.282938,1.44393,0.0481644,-0.0126018,23.8638,8.77915e-05,0.0135875,0.910564,10351.5,0.812302,0.374768,-0.1,0.02,59.1778,638976,0.058525,0.0236464,0.0496617,0.029897,-0.159223,nan,0.0217742,0.027765,0.0082191,-0.000812259,-0.00178489,-0.000124513,-0.000829493,-0.000615481,-0.0154143,-1.83207e-07,nan,nan,nan,nan
53,0.832763,53.886,0.016531,0,9.5,0.276907,1.40201,0.0450443,-0.0132528,23.8445,8.77915e-05,0.0132601,0.909562,9151.37,1.00343,0.339324,-0.1,0.02,60.5221,651264,0.0593412,0.0253761,0.0519844,0.0309133,-0.164289,nan,0.0218684,0.0278333,0.00833442,-0.000774578,-0.00184482,-0.000125574,-0.00126316,-0.000659628,-0.0150563,-1.81457e-07,nan,nan,nan,nan
54,0.859718,52.5403,0.0151198,0,8.79167,0.274765,1.40841,0.0461808,-0.0142299,23.8231,8.77915e-05,0.0158047,0.908376,9990.08,0.903317,0.326704,-0.1,0.02,61.7535,663552,0.0570106,0.0246873,0.0499271,0.0303133,-0.160048,nan,0.0228199,0.0287773,0.00878358,-0.000874694,-0.00184169,-0.000123838,-0.000791469,-0.000531746,-0.0151215,-1.83629e-07,nan,nan,nan,nan
55,0.883735,56.1322,0.0176141,0,9.45833,0.27567,1.42339,0.0435996,-0.0131761,23.7992,8.77915e-05,0.0164286,0.907183,10975.1,0.751246,0.368375,-0.1,0.02,62.8745,675840,0.063626,0.0270713,0.054512,0.0306335,-0.171375,nan,0.022163,0.0283612,0.00887963,-0.000900005,-0.00185407,-0.00012049,-0.00104405,-0.000603727,-0.0151622,-1.82994e-07,nan,nan,nan,nan
56,0.885062,56.4089,0.0165015,0,9.375,0.277611,1.40904,0.0440979,-0.0141415,23.7767,8.77915e-05,0.0155703,0.906131,10012.3,0.855302,0.371987,-0.1,0.02,64.1034,688128,0.0625594,0.0260938,0.0539482,0.031411,-0.17303,nan,0.0243867,0.0290711,0.00913763,-0.000983819,-0.00181704,-0.000125965,-0.000848889,-0.000579496,-0.0149696,-1.82179e-07,nan,nan,nan,nan
57,0.952832,54.5249,0.017916,0,9.20833,0.275901,1.41313,0.0465188,-0.0135882,23.7557,8.77915e-05,0.0145805,0.905021,9098.02,1.0192,0.331427,-0.1,0.02,65.4556,700416,0.0601934,0.0255824,0.0532532,0.0305229,-0.164581,nan,0.0237828,0.0292353,0.00923495,-0.000983878,-0.00182415,-0.000121341,-0.000895928,-0.00052559,-0.0152316,-1.83165e-07,nan,nan,nan,nan
58,0.9891,55.5502,0.0173117,0,9.54167,0.283774,1.43212,0.0474931,-0.0125589,23.7335,8.77915e-05,0.0135584,0.903945,10800.7,0.79683,0.340878,-0.1,0.02,66.5947,712704,0.0615007,0.0265982,0.0559456,0.0316142,-0.168465,nan,0.0237118,0.029179,0.0091123,-0.00106863,-0.001891,-0.000124605,-0.000458515,-0.000592285,-0.0156067,-1.85583e-07,nan,nan,nan,nan
59,0.920992,55.4722,0.0182,0,9,0.278171,1.38268,0.0484855,-0.0129282,23.7127,8.77915e-05,0.0158036,0.902926,10194.9,0.840296,0.365007,-0.1,0.02,67.8015,724992,0.0596179,0.0261565,0.0534221,0.0305204,-0.166245,nan,0.0244028,0.0283009,0.00889299,-0.00105687,-0.00172548,-0.000120487,-0.000606481,-0.000542224,-0.0149674,-1.82585e-07,nan,nan,nan,nan
60,0.996988,56.0513,0.0190599,0,8.125,0.278801,1.40474,0.0495502,-0.0150145,23.6933,8.77915e-05,0.0134891,0.902,9953.12,0.882165,0.352423,-0.1,0.02,69.0376,737280,0.0616788,0.0266961,0.0538936,0.0315205,-0.168742,nan,0.0251538,0.0295077,0.00936427,-0.0010072,-0.00184817,-0.000125601,-0.000512821,-0.000596104,-0.0151333,-1.78174e-07,nan,nan,nan,nan
61,1.066,59.3061,0.0182777,0,8.16667,0.278872,1.37172,0.0503705,-0.014891,23.674,8.77915e-05,0.0175367,0.900954,10051.1,0.818862,0.403685,-0.1,0.02,70.2643,749568,0.0650952,0.028204,0.0563961,0.0338242,-0.177357,nan,0.0261122,0.0310153,0.00941087,-0.00106994,-0.0019703,-0.000125098,-0.000505102,-0.000638011,-0.0150918,-1.79716e-07,nan,nan,nan,nan
62,1.14447,60.1582,0.017346,0,8.16667,0.276152,1.40362,0.0509817,-0.0140111,23.6524,8.77915e-05,0.0143695,0.899876,9757.28,0.907737,0.35163,-0.1,0.02,71.5254,761856,0.0652857,0.0289572,0.0600342,0.0342773,-0.179632,nan,0.0269694,0.032,0.00989105,-0.0010848,-0.00200781,-0.000129147,-0.00069898,-0.000726138,-0.0159121,-1.84138e-07,nan,nan,nan,nan
63,1.11502,63.2251,0.0193596,0,7.95833,0.275767,1.3791,0.0504134,-0.0134743,23.6313,8.77915e-05,0.019824,0.898842,9830.34,0.897379,0.352628,-0.1,0.02,72.777,774144,0.068231,0.0306309,0.0626127,0.0367322,-0.190843,nan,0.0260733,0.0327696,0.00949403,-0.00101592,-0.00220609,-0.000134943,-0.000596859,-0.000726736,-0.0152687,-1.82421e-07,nan,nan,nan,nan
64,1.117,61.3272,0.0196414,0,6.75,0.270456,1.39277,0.0526379,-0.0139956,23.6105,8.77915e-05,0.0156402,0.897801,11879.2,0.747383,0.287033,-0.1,0.02,73.8128,786432,0.066116,0.0299734,0.0607317,0.0360523,-0.184614,nan,0.026037,0.0317654,0.0100195,-0.00101781,-0.00209891,-0.000137382,-0.000858025,-0.000755366,-0.0153637,-1.80804e-07,nan,nan,nan,nan
65,1.21686,67.869,0.0190746,0,7,0.280191,1.40237,0.0581205,-0.0134756,23.5899,8.77915e-05,0.0185801,0.896813,9768.06,0.891857,0.366121,-0.1,0.02,75.0723,798720,0.074347,0.0335973,0.0696327,0.0400036,-0.203615,nan,0.02475,0.0342619,0.00917966,-0.000964403,-0.0023769,-0.000151385,-0.000988095,-0.00076891,-0.0160639,-1.88676e-07,nan,nan,nan,nan
66,1.39173,71.4417,0.0214478,0,6.79167,0.272423,1.34393,0.053199,-0.014325,23.571,5.85277e-05,0.0239452,0.895913,8058.3,1.12185,0.403033,-0.1,0.02,76.5987,811008,0.0790086,0.033814,0.0753746,0.0426544,-0.214493,nan,0.0278282,0.0375706,0.0102714,-0.00103123,-0.00264213,-0.000162387,-0.000852761,-0.000859529,-0.0168938,-1.92301e-07,nan,nan,nan,nan
67,1.44486,75.568,0.0213917,0,5.20833,0.267227,1.33194,0.0594567,-0.0117932,23.5559,5.85277e-05,0.0163491,0.895314,10369,0.899234,0.285835,-0.1,0.02,77.7852,823296,0.0834555,0.0382641,0.0799453,0.04458,-0.226065,nan,0.027552,0.037424,0.00985819,-0.00101515,-0.00274956,-0.00015821,-0.000952,-0.00081775,-0.0170781,-1.95051e-07,nan,nan,nan,nan
68,1.66676,80.0902,0.0208919,0,5.54167,0.269867,1.34973,0.0615055,-0.0127926,23.5436,5.85277e-05,0.0143224,0.89469,9589.32,0.862649,0.418776,-0.1,0.02,79.0706,835584,0.0905272,0.0398824,0.0867219,0.048038,-0.239123,nan,0.0293684,0.0410827,0.0105839,-0.00106323,-0.00297942,-0.000179055,-0.000827068,-0.000891053,-0.0178038,-2.03621e-07,nan,nan,nan,nan
69,1.52091,80.6667,0.021895,0,4.875,0.267499,1.3122,0.0656952,-0.0112493,23.5309,5.85277e-05,0.0133145,0.894059,8375.29,1.03151,0.435659,-0.1,0.02,80.5396,847872,0.0828671,0.0412742,0.0861025,0.0483678,-0.240757,nan,0.0291795,0.0415812,0.0103781,-0.000933221,-0.0030041,-0.000180274,-0.000786325,-0.000651359,-0.0173919,-2.05953e-07,nan,nan,nan,nan
70,1.94406,94.6957,0.0222076,0,4.79167,0.27502,1.33656,0.0694122,-0.0131134,23.5184,5.85277e-05,0.0171697,0.893452,10107.6,0.884777,0.330937,-0.1,0.02,81.7569,860160,0.103786,0.0490912,0.104504,0.0580113,-0.28228,nan,0.0299217,0.0493652,0.0108035,-0.000988085,-0.00389739,-0.0002121,-0.000904348,-0.000762404,-0.0192352,-2.19061e-07,nan,nan,nan,nan
71,2.05741,94.4488,0.0226764,0,5.29167,0.276751,1.30704,0.0691862,-0.0119834,23.5063,5.85277e-05,0.00750616,0.892852,12150.4,0.670383,0.340944,-0.1,0.02,82.7697,872448,0.104545,0.0493201,0.109725,0.0574603,-0.280097,nan,0.0284882,0.0492992,0.0105137,-0.0010961,-0.0039079,-0.000220737,-0.00084252,-0.00085883,-0.0194571,-2.25104e-07,nan,nan,nan,nan
72,1.78677,90.3871,0.0237824,0,3.875,0.265197,1.30785,0.0754757,-0.0122144,23.494,5.85277e-05,0.0133326,0.892227,11622.2,0.714942,0.342342,-0.1,0.02,83.8287,884736,0.100225,0.0453122,0.103725,0.0545006,-0.271655,nan,0.0265806,0.0454731,0.0100926,-0.000990539,-0.00372541,-0.000209948,-0.000612903,-0.000832669,-0.0185439,-2.06984e-07,nan,nan,nan,nan
73,2.06155,96.8081,0.0242049,0,4.125,0.268334,1.29688,0.0765773,-0.0118105,23.4811,5.85277e-05,0.0125115,0.891587,10325.8,0.837573,0.352459,-0.1,0.02,85.02,897024,0.10504,0.0483308,0.114976,0.0586314,-0.287818,nan,0.031303,0.0491515,0.0106668,-0.00102358,-0.00377011,-0.000217443,-0.000828283,-0.000886327,-0.0204785,-2.34201e-07,nan,nan,nan,nan
74,2.47858,105.385,0.0237182,0,4.33333,0.274766,1.285,0.0749888,-0.0107839,23.4682,5.85277e-05,0.0161556,0.890939,10467.3,0.785065,0.388878,-0.1,0.02,86.1954,909312,0.121378,0.055488,0.123519,0.0652589,-0.31619,nan,0.034875,0.0547596,0.0120405,-0.00103174,-0.00423369,-0.000237814,-0.00116346,-0.000895026,-0.0196385,-2.22675e-07,nan,nan,nan,nan
75,2.70892,126.394,0.0262094,0,2.75,0.255384,1.22519,0.0875792,-0.012815,23.4547,5.85277e-05,0.00981132,0.890233,9301.47,0.949255,0.371827,-0.1,0.02,87.5181,921600,0.135348,0.0667929,0.155356,0.0782962,-0.378317,nan,0.0331364,0.0644242,0.0120069,-0.0011028,-0.00544918,-0.000276344,-0.00112121,-0.00130348,-0.0223452,-2.46559e-07,nan,nan,nan,nan
76,2.75563,123.854,0.0244826,0,3.41667,0.265509,1.26506,0.0779,-0.0120859,23.4404,5.85277e-05,0.0163891,0.889564,10240.2,0.849759,0.35022,-0.1,0.02,88.7194,933888,0.133358,0.0667616,0.154539,0.0753715,-0.369019,nan,0.0332561,0.0623537,0.011127,-0.00120524,-0.00513777,-0.000268295,-0.000682927,-0.000954359,-0.0217172,-2.37432e-07,nan,nan,nan,nan
77,2.79744,123.517,0.0258806,0,2.5,0.255859,1.26491,0.0908184,-0.0122957,23.4274,5.85277e-05,0.0128136,0.888941,7548.9,1.22613,0.401654,-0.1,0.02,90.3487,946176,0.132443,0.065985,0.148791,0.0758336,-0.36695,nan,0.0367,0.0648667,0.0118642,-0.000999961,-0.00511321,-0.000270465,-0.000666667,-0.00103477,-0.0215763,-2.39687e-07,nan,nan,nan,nan
78,3.03427,132.667,0.0259451,0,2.625,0.25717,1.24246,0.0883666,-0.0116955,23.4152,5.85277e-05,0.00848437,0.888365,9566.9,0.918522,0.365907,-0.1,0.02,91.6347,958464,0.144349,0.0697641,0.166627,0.0829893,-0.399106,nan,0.0372857,0.0690476,0.0122439,-0.0011452,-0.00577058,-0.000299569,-0.000888889,-0.000936126,-0.0224469,-2.47145e-07,nan,nan,nan,nan
79,3.56683,143.449,0.0255841,0,2.875,0.263518,1.2453,0.087741,-0.0121383,23.4034,5.85277e-05,0.0125955,0.887758,10415.5,0.801669,0.378116,-0.1,0.02,92.8163,970752,0.162709,0.0782818,0.182702,0.0891715,-0.431803,nan,0.0401304,0.0772174,0.0132534,-0.00115698,-0.00627021,-0.000331558,-0.00150725,-0.0014042,-0.0226507,-2.46595e-07,nan,nan,nan,nan
80,3.64009,152.732,0.0256507,0,2.33333,0.264032,1.2424,0.0895519,-0.0106844,23.3907,5.85277e-05,0.0103854,0.887113,11413.8,0.687008,0.389588,-0.1,0.02,93.8944,983040,0.168981,0.0838913,0.198548,0.0953292,-0.457061,nan,0.0372321,0.077625,0.0120347,-0.00127344,-0.00671325,-0.000330771,-0.000642857,-0.00118811,-0.0244265,-2.56573e-07,nan,nan,nan,nan
81,3.72504,152.564,0.0276612,0,2.29167,0.252935,1.22945,0.0755986,-0.0116992,23.3769,5.85277e-05,0.0167551,0.886392,8364.76,1.05361,0.415412,-0.1,0.02,95.365,995328,0.174193,0.0831459,0.198972,0.0931401,-0.455314,nan,0.0383455,0.0765455,0.0120008,-0.00119151,-0.00629084,-0.000324155,-0.00152727,-0.000853656,-0.0245891,-2.68537e-07,nan,nan,nan,nan
82,3.89356,164.333,0.0291624,0,1.75,0.246931,1.21199,0.0926219,-0.0118313,23.3629,5.85277e-05,0.0138359,0.885778,10396.1,0.822656,0.359321,-0.1,0.02,96.5485,1.00762e+06,0.161935,0.0907159,0.220284,0.104679,-0.490211,nan,0.0434286,0.0866429,0.0139052,-0.00120438,-0.00715231,-0.000361442,-0.000904762,-0.00115806,-0.0259201,-2.82983e-07,nan,nan,nan,nan
83,4.41598,184.538,0.0276552,0,1.625,0.251037,1.22162,0.0896675,-0.0103332,23.351,5.85277e-05,0.00861664,0.885185,11693.8,0.68547,0.365342,-0.1,0.02,97.6008,1.0199e+06,0.205485,0.104407,0.251674,0.119686,-0.555124,nan,0.0316154,0.0928205,0.0114803,-0.00131018,-0.00879604,-0.000415047,-0.00161538,-0.00122133,-0.0278869,-2.96047e-07,nan,nan,nan,nan
84,5.01138,189.55,0.0280494,0,1.66667,0.244432,1.18548,0.0876932,-0.0121899,23.3386,5.85277e-05,0.0135291,0.884575,9732.01,0.881519,0.381118,-0.1,0.02,98.8649,1.03219e+06,0.217718,0.106328,0.264309,0.120832,-0.566256,nan,0.0384,0.097275,0.0128729,-0.00127797,-0.00881097,-0.000422937,-0.001125,-0.00116917,-0.0281021,-3.05047e-07,nan,nan,nan,nan
85,4.75213,198.828,0.0291928,0,1.20833,0.241404,1.18508,0.0811653,-0.0118506,23.3267,5.85277e-05,0.0137555,0.884027,9147.49,0.92348,0.41984,-0.1,0.02,100.21,1.04448e+06,0.221139,0.109187,0.272037,0.124861,-0.597727,nan,0.039,0.0983793,0.013433,-0.00140947,-0.00867316,-0.000404586,-0.00131034,-0.00111496,-0.0297895,-3.20488e-07,nan,nan,nan,nan
86,5.77189,211.389,0.0301282,0,0.75,0.240289,1.14796,0.0941339,-0.0120286,23.3151,5.85277e-05,0.0131017,0.883418,10530.4,0.842015,0.324894,-0.1,0.02,101.378,1.05677e+06,0.247934,0.121713,0.300214,0.136947,-0.635488,nan,0.041,0.108833,0.0136596,-0.00147068,-0.0100348,-0.000449389,-0.002,-0.00120966,-0.0310543,-3.22917e-07,nan,nan,nan,nan
87,5.87065,226.128,0.0281659,0,1.625,0.254433,1.2044,0.0922046,-0.0119375,23.3029,5.85277e-05,0.0126889,0.882854,9949.55,0.860585,0.374446,-0.1,0.02,102.614,1.06906e+06,0.259532,0.127664,0.325885,0.14331,-0.682314,nan,0.0385385,0.114974,0.0137836,-0.00153639,-0.0108963,-0.000485661,-0.000923077,-0.00108144,-0.0329177,-3.39151e-07,nan,nan,nan,nan
88,6.49442,248.808,0.0297988,0,1.08333,0.245887,1.19647,0.0891252,-0.0107133,23.2915,5.85277e-05,0.00516388,0.88228,9036.8,0.920775,0.438998,-0.1,0.02,103.976,1.08134e+06,0.285472,0.140061,0.360175,0.163896,-0.753704,nan,0.0421154,0.126346,0.0133463,-0.00164443,-0.0122019,-0.000510057,-0.00169231,-0.00141121,-0.0355261,-3.5537e-07,nan,nan,nan,nan
89,5.19931,202.1,0.0308979,0,1.25,0.244992,1.17985,0.0874551,-0.0116697,23.28,5.85277e-05,0.0133501,0.881742,9471.61,0.88326,0.41409,-0.1,0.02,105.275,1.09363e+06,0.230814,0.111521,0.291282,0.130056,-0.608308,nan,0.0358,0.102633,0.0120249,-0.00127554,-0.0100401,-0.000452795,-0.0013,-0.00133331,-0.0314558,-3.16258e-07,nan,nan,nan,nan
90,4.64019,200.762,0.0310648,0,0.875,0.240435,1.17361,0.0820391,-0.0113319,23.2689,5.85277e-05,0.0113851,0.881193,9109.38,0.937853,0.411087,-0.1,0.02,106.626,1.10592e+06,0.191222,0.114254,0.294137,0.133547,-0.603822,nan,0.0345714,0.0998095,0.0120727,-0.00134519,-0.00975254,-0.000431691,-0.00109524,-0.00122756,-0.0299296,-3.15399e-07,nan,nan,nan,nan
91,5.6004,225.143,0.0311116,0,0.583333,0.234756,1.17611,0.0683758,-0.0115937,23.2578,5.85277e-05,0.0123354,0.880665,8751.23,1.0018,0.402342,-0.1,0.02,108.032,1.11821e+06,0.249743,0.12864,0.333192,0.13789,-0.678755,nan,0.0396429,0.107357,0.0124244,-0.00134011,-0.00992406,-0.000465368,-0.00207143,-0.00148474,-0.0348277,-3.80871e-07,nan,nan,nan,nan
92,8.7893,303.917,0.0311372,0,0.5,0.237051,1.16077,0.0718128,-0.0108452,23.2468,5.85277e-05,0.0143232,0.880095,10821.6,0.79505,0.340453,-0.1,0.02,109.169,1.1305e+06,0.354977,0.175311,0.460889,0.199351,-0.916463,nan,0.05575,0.152833,0.0146355,-0.00192503,-0.0145112,-0.000647265,-0.0015,-0.00218349,-0.0370517,-3.73315e-07,nan,nan,nan,nan
93,7.88634,307.278,0.0317479,0,0.75,0.236752,1.16564,0.086463,-0.010983,23.2346,5.85277e-05,0.0117674,0.879499,10180.8,0.843348,0.363633,-0.1,0.02,110.378,1.14278e+06,0.324996,0.171347,0.465403,0.201253,-0.927234,nan,0.0508333,0.153722,0.0158513,-0.00186269,-0.0146695,-0.000624847,-0.002,-0.00201262,-0.0406853,-4.06631e-07,nan,nan,nan,nan
94,7.81174,297.944,0.0319446,0,0.75,0.234158,1.14881,0.0644157,-0.010404,23.2221,5.85277e-05,0.0116054,0.878846,11516,0.725908,0.341128,-0.1,0.02,111.446,1.15507e+06,0.327958,0.172967,0.442385,0.188358,-0.896233,nan,0.0481667,0.151944,0.0149957,-0.0019164,-0.0143743,-0.000598459,-0.00244444,-0.00217306,-0.0384465,-3.81859e-07,nan,nan,nan,nan
95,8.05331,288.889,0.0330119,0,0.375,0.22864,1.14448,0.076365,-0.011219,23.2088,5.85277e-05,0.0103278,0.878246,9282.82,0.928765,0.394971,-0.1,0.02,112.771,1.16736e+06,0.344004,0.16396,0.434547,0.187411,-0.873898,nan,0.0453333,0.151444,0.0151114,-0.00185244,-0.0138717,-0.000591539,-0.00533333,-0.00199578,-0.0416015,-4.03288e-07,nan,nan,nan,nan
96,8.60668,324.25,0.0313978,0,0.5,0.23336,1.14729,0.0918418,-0.0113559,23.197,5.85277e-05,0.00904071,0.877681,11528.8,0.722169,0.343683,-0.1,0.02,113.839,1.17965e+06,0.355076,0.191763,0.510691,0.21416,-0.98918,nan,0.041,0.162167,0.0138264,-0.00198089,-0.0170707,-0.00066591,-0.00233333,-0.00232657,-0.0447904,-4.23926e-07,nan,nan,nan,nan
97,9.19029,325.5,0.0313788,0,0.75,0.236804,1.15503,0.0766522,-0.0119306,23.1853,5.85277e-05,0.011108,0.877119,10631.9,0.799704,0.356066,-0.1,0.02,114.996,1.19194e+06,0.35207,0.185756,0.50279,0.205884,-0.974537,nan,0.0633333,0.170889,0.0187572,-0.00212131,-0.0151179,-0.000671293,-0.00277778,-0.00250493,-0.0422339,-3.96308e-07,nan,nan,nan,nan
98,10.5553,392,0.0320598,0,0.541667,0.232921,1.14429,0.0860118,-0.0127696,23.1744,5.85277e-05,0.0116723,0.876639,10670.1,0.776719,0.374906,-0.1,0.02,116.149,1.20422e+06,0.430333,0.228521,0.602172,0.242583,-1.1829,nan,0.0687692,0.192462,0.0208734,-0.0024062,-0.0177106,-0.000777206,-0.00207692,-0.00310476,-0.0489736,-4.4347e-07,nan,nan,nan,nan
99,10.7619,353.067,0.0331371,0,0.625,0.236144,1.12645,0.0737321,-0.0111591,23.1642,5.85277e-05,0.0105405,0.876077,9518.13,0.833801,0.457209,-0.1,0.02,117.442,1.21651e+06,0.462488,0.204497,0.560514,0.219388,-1.06063,nan,0.0462,0.162867,0.0141988,-0.00197903,-0.0166639,-0.000696143,-0.00373333,-0.00282647,-0.045523,-4.22314e-07,nan,nan,nan,nan
100,12.2499,407.333,0.0326048,0,0.5,0.228805,1.12215,0.0751164,-0.0121864,23.1521,5.85277e-05,0.0144767,0.875522,8662.12,1.00989,0.408699,-0.1,0.02,118.861,1.2288e+06,0.488587,0.240671,0.657122,0.266951,-1.23098,nan,0.04575,0.202667,0.016647,-0.00246713,-0.0205013,-0.00082027,-0.002,-0.00240594,-0.0467275,-4.4223e-07,nan,nan,nan,nan
101,11.3138,369.833,0.033617,0,0.5,0.231426,1.11057,0.0654297,-0.0129101,23.1404,5.85277e-05,0.0124942,0.87489,9066.17,1.00078,0.354591,-0.1,0.02,123.321,1.24109e+06,0.463983,0.215282,0.582631,0.238761,-1.10505,nan,0.04325,0.1845,0.0159617,-0.00212723,-0.0187377,-0.000784813,-0.00275,-0.00174949,-0.0474788,-4.33312e-07,nan,nan,nan,nan
102,12.8667,449.167,0.0338965,0,0.25,0.231094,1.12996,0.0610171,-0.011862,23.1268,5.85277e-05,0.0107676,0.874239,9089.38,0.963311,0.388597,-0.1,0.02,124.675,1.25338e+06,0.5264,0.261987,0.713795,0.291059,-1.37691,nan,0.0625,0.226833,0.0197238,-0.0026472,-0.0217624,-0.000903565,-0.00133333,-0.0027184,-0.0526857,-4.82819e-07,nan,nan,nan,nan
103,12.6693,416,0.0331497,0,0.333333,0.230357,1.15327,0.0522612,-0.0105426,23.1129,5.85277e-05,0.00768258,0.873507,9397.87,0.903118,0.404412,-0.1,0.02,125.984,1.26566e+06,0.517075,0.238239,0.651932,0.26858,-1.24999,nan,0.05625,0.215,0.0170656,-0.00256167,-0.0216169,-0.000838586,-0.0025,-0.0022377,-0.050937,-4.49267e-07,nan,nan,nan,nan
104,17.0414,599,0.0350866,0,0.125,0.225505,1.12869,0.0554233,-0.0122347,23.0973,5.85277e-05,0.016112,0.872747,10375,0.859471,0.32491,-0.1,0.02,127.17,1.27795e+06,0.651955,0.372916,0.945687,0.378662,-1.80391,nan,0.083,0.3,0.0286076,-0.00351283,-0.0304842,-0.00116207,0,-0.00313824,-0.0665513,-5.90579e-07,nan,nan,nan,nan
105,14.5899,495.25,0.0340678,0,0.333333,0.22863,1.13851,0.0804219,-0.0113295,23.0826,5.85277e-05,0.0170197,0.872112,11972.6,0.743168,0.283173,-0.1,0.02,128.198,1.29024e+06,0.567063,0.306732,0.790692,0.325116,-1.50083,nan,0.063375,0.25,0.0205623,-0.00291846,-0.0251619,-0.00101587,-0.0045,-0.00261362,-0.0570059,-5.45974e-07,nan,nan,nan,nan
106,16.0369,511.769,0.0343831,0,0.541667,0.230139,1.11254,0.0661663,-0.0121942,23.0711,5.85277e-05,0.0143886,0.871638,14502.2,0.585612,0.261707,-0.1,0.02,129.046,1.30253e+06,0.616769,0.311206,0.832055,0.331418,-1.54477,nan,0.0747692,0.253385,0.0215095,-0.0029124,-0.025827,-0.000987606,-0.00392308,-0.00317114,-0.0576706,-5.51769e-07,nan,nan,nan,nan
107,17.7691,540.778,0.0355948,0.0416667,0.333333,0.222789,1.11766,0.0649565,-0.0119628,23.0606,5.85277e-05,0.00996904,0.871027,14869.5,0.574199,0.252191,-0.1,0.02,129.874,1.31482e+06,0.686559,0.318765,0.873529,0.344864,-1.61885,nan,0.0846667,0.269889,0.0252769,-0.0033657,-0.0257794,-0.0010379,-0.00344444,-0.00239812,-0.0602202,-5.30184e-07,nan,nan,nan,nan
108,20.2219,572.6,0.0355583,0,0.208333,0.222234,1.12227,0.0654552,-0.0126548,23.0476,5.85277e-05,0.0128974,0.870454,13560.8,0.652821,0.253322,-0.1,0.02,130.782,1.3271e+06,0.747267,0.35573,0.9187,0.36791,-1.71566,nan,0.108,0.2962,0.0316448,-0.00384819,-0.0268431,-0.00104732,-0.0032,-0.00333619,-0.0604156,-5.44116e-07,nan,nan,nan,nan
109,20.4445,633.667,0.0342971,0.0416667,0.333333,0.228247,1.13353,0.0564499,-0.0121393,23.0358,5.85277e-05,0.0121673,0.869842,14927.1,0.570053,0.253146,-0.1,0.02,131.606,1.33939e+06,0.789499,0.392705,1.0271,0.397853,-1.89461,nan,0.0936667,0.299111,0.0269922,-0.00355033,-0.0296062,-0.00111487,-0.00488889,-0.00433123,-0.066599,-5.80328e-07,nan,nan,nan,nan
110,30.0554,892.7,0.0356597,0.333333,0.0833333,0.222114,1.12524,0.0595896,-0.0118183,23.0229,5.85277e-05,0.00965432,0.86922,13428.9,0.596327,0.318716,-0.1,0.02,132.522,1.35168e+06,1.08076,0.544565,1.47662,0.568034,-2.67641,nan,0.1491,0.461,0.0377785,-0.00512716,-0.0434952,-0.0016446,-0.0069,-0.00524733,-0.0762599,-5.7473e-07,nan,nan,nan,nan
111,18.537,553.875,0.0355144,0.0833333,0.25,0.222659,1.10856,0.0533395,-0.0123209,23.0098,5.85277e-05,0.0125004,0.868591,13018.3,0.642372,0.301528,-0.1,0.02,133.468,1.36397e+06,0.696875,0.340984,0.89785,0.362977,-1.66148,nan,0.081,0.277375,0.0264817,-0.00316345,-0.0272419,-0.00106442,-0.002,-0.00348075,-0.0582596,-5.06778e-07,nan,nan,nan,nan
112,23.0773,730.667,0.0356878,0.166667,0.208333,0.224084,1.12539,0.0519409,-0.0116534,22.996,5.85277e-05,0.0107635,0.867855,12531.3,0.685201,0.295384,-0.1,0.02,134.449,1.37626e+06,0.89008,0.438069,1.19374,0.459785,-2.19851,nan,0.11,0.355444,0.0288999,-0.00436751,-0.0343068,-0.00128733,-0.0118889,-0.00482568,-0.0669693,-5.44625e-07,nan,nan,nan,nan
